ratio e_15 p_15 M M_0 r_star spin Omega_K I J/M^2 
1.00000 2.24000 0.87601 1.93428 2.26268 10.37994 0.0 15145.2 0.00000 0.00000 
1.00000 2.24800 0.88225 1.93524 2.26410 10.37299 0.0 15164.1 0.00000 0.00000 
1.00000 2.25600 0.88850 1.93610 2.26538 10.36591 0.0 15183.0 0.00000 0.00000 
1.00000 2.26400 0.89477 1.93695 2.26664 10.35885 0.0 15201.9 0.00000 0.00000 
1.00000 2.27200 0.90105 1.93787 2.26800 10.35198 0.0 15220.5 0.00000 0.00000 
1.00000 2.28000 0.90735 1.93869 2.26922 10.34498 0.0 15239.3 0.00000 0.00000 
1.00000 2.28800 0.91366 1.93950 2.27042 10.33800 0.0 15257.9 0.00000 0.00000 
1.00000 2.29600 0.91999 1.94037 2.27172 10.33121 0.0 15276.3 0.00000 0.00000 
1.00000 2.30400 0.92633 1.94114 2.27286 10.32427 0.0 15294.7 0.00000 0.00000 
1.00000 2.31200 0.93268 1.94191 2.27401 10.31738 0.0 15313.1 0.00000 0.00000 
1.00000 2.32000 0.93905 1.94266 2.27512 10.31050 0.0 15331.4 0.00000 0.00000 
1.00000 2.32800 0.94544 1.94339 2.27622 10.30364 0.0 15349.6 0.00000 0.00000 
1.00000 2.33600 0.95184 1.94420 2.27742 10.29698 0.0 15367.6 0.00000 0.00000 
1.00000 2.34400 0.95825 1.94491 2.27847 10.29018 0.0 15385.6 0.00000 0.00000 
1.00000 2.35200 0.96468 1.94560 2.27951 10.28340 0.0 15403.6 0.00000 0.00000 
1.00000 2.36000 0.97113 1.94628 2.28053 10.27664 0.0 15421.5 0.00000 0.00000 
1.00000 2.36800 0.97758 1.94695 2.28152 10.26991 0.0 15439.4 0.00000 0.00000 
1.00000 2.37600 0.98406 1.94770 2.28264 10.26338 0.0 15456.9 0.00000 0.00000 
1.00000 2.38400 0.99054 1.94834 2.28360 10.25670 0.0 15474.6 0.00000 0.00000 
1.00000 2.39200 0.99704 1.94897 2.28454 10.25004 0.0 15492.2 0.00000 0.00000 
